"FullGeoName","Year","County","Activity","Reported.human.cases","Neuroinvasive.disease.cases","Identified.by.Blood.Donor.Screening"
"WY, Teton",2021,56039,"Non-human activity",0,0,0
"WY, Uinta",2021,56041,"Non-human activity",0,0,0
"WY, Washakie",2021,56043,"Non-human activity",0,0,0
"PR, Carolina",2021,72031,"Human infections",0,0,1
"PR, San Lorenzo",2021,72129,"Human infections",0,0,1
"AL, Baldwin",2022,1003,"Human infections",1,1,0
"AL, Elmore",2022,1051,"Human infections and non-human activity",1,1,1
"AL, Madison",2022,1089,"Human infections",1,1,0
"AL, Mobile",2022,1097,"Human infections and non-human activity",2,2,0
"AL, Montgomery",2022,1101,"Human infections",1,1,0
"AL, St Clair",2022,1115,"Human infections",0,0,1
"AZ, Graham",2022,4009,"Human infections",3,0,3
"AZ, La Paz",2022,4012,"Human infections",1,1,0
"AZ, Maricopa",2022,4013,"Human infections and non-human activity",35,27,2
"AZ, Pima",2022,4019,"Human infections and non-human activity",11,10,1
"AZ, Pinal",2022,4021,"Human infections and non-human activity",2,1,1
"AZ, Yavapai",2022,4025,"Human infections",1,1,0
"AZ, Yuma",2022,4027,"Non-human activity",0,0,0
"AR, Conway",2022,5029,"Human infections",1,1,0
"AR, Crittenden",2022,5035,"Human infections",1,1,0
"AR, Dallas",2022,5039,"Human infections",1,0,0
"AR, Lawrence",2022,5075,"Non-human activity",0,0,0
"AR, Pulaski",2022,5119,"Human infections",1,0,0
"AR, Washington",2022,5143,"Human infections",1,1,0
"CA, Alameda",2022,6001,"Human infections",1,1,0
"CA, Butte",2022,6007,"Human infections and non-human activity",3,3,0
"CA, Colusa",2022,6011,"Human infections and non-human activity",1,1,0
"CA, Contra Costa",2022,6013,"Human infections and non-human activity",1,1,0
"CA, Fresno",2022,6019,"Human infections and non-human activity",30,21,5
"CA, Glenn",2022,6021,"Human infections and non-human activity",1,1,0
"CA, Imperial",2022,6025,"Non-human activity",0,0,0
"CA, Kern",2022,6029,"Human infections and non-human activity",22,17,2
"CA, Kings",2022,6031,"Human infections and non-human activity",7,6,0
"CA, Lake",2022,6033,"Non-human activity",0,0,0
"CA, Los Angeles",2022,6037,"Human infections and non-human activity",61,45,8
"CA, Madera",2022,6039,"Human infections and non-human activity",3,3,0
"CA, Merced",2022,6047,"Human infections and non-human activity",7,7,0
"CA, Napa",2022,6055,"Non-human activity",0,0,0
"CA, Nevada",2022,6057,"Non-human activity",0,0,0
"CA, Orange",2022,6059,"Human infections and non-human activity",9,7,2
"CA, Placer",2022,6061,"Human infections and non-human activity",2,2,0
"CA, Riverside",2022,6065,"Non-human activity",0,0,0
"CA, Sacramento",2022,6067,"Human infections and non-human activity",5,5,0
"CA, San Bernardino",2022,6071,"Human infections and non-human activity",4,4,0
"CA, San Diego",2022,6073,"Human infections",3,1,0
"CA, San Joaquin",2022,6077,"Human infections and non-human activity",4,2,1
"CA, San Luis Obispo",2022,6079,"Non-human activity",0,0,0
"CA, San Mateo",2022,6081,"Human infections",1,1,0
"CA, Santa Clara",2022,6085,"Human infections and non-human activity",1,1,0
"CA, Shasta",2022,6089,"Human infections and non-human activity",1,1,0
"CA, Solano",2022,6095,"Human infections and non-human activity",2,2,0
"CA, Sonoma",2022,6097,"Non-human activity",0,0,0
"CA, Stanislaus",2022,6099,"Human infections and non-human activity",15,10,0
"CA, Sutter",2022,6101,"Human infections and non-human activity",1,1,0
"CA, Tehama",2022,6103,"Human infections and non-human activity",3,2,0
"CA, Tulare",2022,6107,"Human infections and non-human activity",15,14,0
"CA, Ventura",2022,6111,"Non-human activity",0,0,0
"CA, Yolo",2022,6113,"Human infections and non-human activity",3,2,0
"CA, Yuba",2022,6115,"Human infections and non-human activity",1,1,0
"CO, Adams",2022,8001,"Human infections and non-human activity",23,18,2
"CO, Arapahoe",2022,8005,"Human infections",4,4,0
"CO, Boulder",2022,8013,"Human infections and non-human activity",38,23,7
"CO, Broomfield",2022,8014,"Human infections",6,4,1
"CO, Delta",2022,8029,"Human infections and non-human activity",18,7,0
"CO, Denver",2022,8031,"Human infections and non-human activity",7,6,0
"CO, Douglas",2022,8035,"Human infections",3,1,0
"CO, Eagle",2022,8037,"Human infections",1,0,0
"CO, Elbert",2022,8039,"Human infections",2,2,0
"CO, El Paso",2022,8041,"Human infections",0,0,1
"CO, Fremont",2022,8043,"Human infections",1,1,0
"CO, Garfield",2022,8045,"Human infections",1,1,0
"CO, Grand",2022,8049,"Human infections",1,1,0
"CO, Jefferson",2022,8059,"Human infections",6,3,1
"CO, La Plata",2022,8067,"Human infections",1,1,0
"CO, Larimer",2022,8069,"Human infections and non-human activity",15,8,2
"CO, Mesa",2022,8077,"Human infections and non-human activity",4,4,0
"CO, Montrose",2022,8085,"Human infections",38,23,0
"CO, Otero",2022,8089,"Non-human activity",0,0,0
"CO, Prowers",2022,8099,"Human infections",1,1,0
"CO, Rio Blanco",2022,8103,"Human infections",1,1,0
"CO, Weld",2022,8123,"Human infections and non-human activity",35,22,2
"CT, Fairfield",2022,9001,"Human infections and non-human activity",2,2,0
"CT, Hartford",2022,9003,"Human infections and non-human activity",1,1,0
"CT, Litchfield",2022,9005,"Human infections and non-human activity",2,2,0
"CT, Middlesex",2022,9007,"Non-human activity",0,0,0
"CT, New Haven",2022,9009,"Human infections and non-human activity",2,2,0
"CT, New London",2022,9011,"Non-human activity",0,0,0
"CT, Windham",2022,9015,"Non-human activity",0,0,0
"DE, Kent",2022,10001,"Non-human activity",0,0,0
"DE, New Castle",2022,10003,"Non-human activity",0,0,0
"DE, Sussex",2022,10005,"Human infections and non-human activity",1,1,0
"DC, Washington",2022,11001,"Human infections and non-human activity",1,1,0
"FL, Alachua",2022,12001,"Non-human activity",0,0,0
"FL, Bay",2022,12005,"Non-human activity",0,0,0
"FL, Brevard",2022,12009,"Non-human activity",0,0,0
"FL, Charlotte",2022,12015,"Non-human activity",0,0,0
"FL, Citrus",2022,12017,"Non-human activity",0,0,0
"FL, Collier",2022,12021,"Non-human activity",0,0,0
"FL, Duval",2022,12031,"Non-human activity",0,0,0
"FL, Escambia",2022,12033,"Human infections",1,1,0
"FL, Hernando",2022,12053,"Non-human activity",0,0,0
"FL, Hillsborough",2022,12057,"Human infections and non-human activity",1,1,0
"FL, Lee",2022,12071,"Non-human activity",0,0,0
"FL, Leon",2022,12073,"Non-human activity",0,0,0
"FL, Manatee",2022,12081,"Non-human activity",0,0,0
"FL, Martin",2022,12085,"Non-human activity",0,0,0
"FL, Nassau",2022,12089,"Non-human activity",0,0,0
"FL, Orange",2022,12095,"Non-human activity",0,0,0
"FL, Palm Beach",2022,12099,"Non-human activity",0,0,0
"FL, Pasco",2022,12101,"Non-human activity",0,0,0
"FL, Pinellas",2022,12103,"Non-human activity",0,0,0
"FL, Polk",2022,12105,"Non-human activity",0,0,0
"FL, St Johns",2022,12109,"Human infections and non-human activity",1,1,0
"FL, St Lucie",2022,12111,"Non-human activity",0,0,0
"FL, Santa Rosa",2022,12113,"Human infections",1,1,0
"FL, Sarasota",2022,12115,"Human infections and non-human activity",1,1,0
"FL, Seminole",2022,12117,"Non-human activity",0,0,0
"FL, Sumter",2022,12119,"Non-human activity",0,0,0
"FL, Volusia",2022,12127,"Human infections and non-human activity",2,2,0
"FL, Walton",2022,12131,"Non-human activity",0,0,0
"GA, Bacon",2022,13005,"Human infections",1,1,0
"GA, Ben Hill",2022,13017,"Human infections",1,1,0
"GA, Chatham",2022,13051,"Non-human activity",0,0,0
"GA, Clayton",2022,13063,"Human infections",0,0,1
"GA, Cobb",2022,13067,"Human infections",2,2,0
"GA, Columbia",2022,13073,"Human infections",1,1,0
"GA, De Kalb",2022,13089,"Human infections and non-human activity",0,0,1
"GA, Elbert",2022,13105,"Non-human activity",0,0,0
"GA, Fulton",2022,13121,"Human infections and non-human activity",5,3,1
"GA, Gwinnett",2022,13135,"Human infections",1,1,0
"GA, Houston",2022,13153,"Human infections",2,2,0
"GA, Lowndes",2022,13185,"Non-human activity",0,0,0
"GA, Mcintosh",2022,13191,"Human infections",0,0,1
"GA, Paulding",2022,13223,"Human infections",1,1,0
"GA, Randolph",2022,13243,"Non-human activity",0,0,0
"GA, Richmond",2022,13245,"Human infections and non-human activity",4,3,0
"GA, Tift",2022,13277,"Non-human activity",0,0,0
"GA, Whitfield",2022,13313,"Human infections",1,1,0
"ID, Ada",2022,16001,"Human infections and non-human activity",1,0,0
"ID, Canyon",2022,16027,"Human infections and non-human activity",2,1,0
"ID, Elmore",2022,16039,"Non-human activity",0,0,0
"ID, Gem",2022,16045,"Non-human activity",0,0,0
"ID, Gooding",2022,16047,"Non-human activity",0,0,0
"ID, Payette",2022,16075,"Non-human activity",0,0,0
"ID, Twin Falls",2022,16083,"Non-human activity",0,0,0
"IL, Boone",2022,17007,"Non-human activity",0,0,0
"IL, Clinton",2022,17027,"Non-human activity",0,0,0
"IL, Cook",2022,17031,"Human infections and non-human activity",18,16,3
"IL, De Kalb",2022,17037,"Non-human activity",0,0,0
"IL, Douglas",2022,17041,"Non-human activity",0,0,0
"IL, Du Page",2022,17043,"Human infections and non-human activity",4,1,0
"IL, Edgar",2022,17045,"Non-human activity",0,0,0
"IL, Fayette",2022,17051,"Non-human activity",0,0,0
"IL, Ford",2022,17053,"Non-human activity",0,0,0
"IL, Franklin",2022,17055,"Human infections and non-human activity",1,1,0
"IL, Gallatin",2022,17059,"Non-human activity",0,0,0
"IL, Greene",2022,17061,"Non-human activity",0,0,0
"IL, Grundy",2022,17063,"Non-human activity",0,0,0
"IL, Hancock",2022,17067,"Non-human activity",0,0,0
"IL, Iroquois",2022,17075,"Non-human activity",0,0,0
"IL, Jackson",2022,17077,"Non-human activity",0,0,0
"IL, Jefferson",2022,17081,"Non-human activity",0,0,0
"IL, Kane",2022,17089,"Human infections and non-human activity",2,2,0
"IL, Kankakee",2022,17091,"Non-human activity",0,0,0
"IL, Kendall",2022,17093,"Human infections and non-human activity",1,1,1
"IL, Knox",2022,17095,"Non-human activity",0,0,0
"IL, Lake",2022,17097,"Human infections and non-human activity",1,0,0
"IL, La Salle",2022,17099,"Non-human activity",0,0,0
"IL, Logan",2022,17107,"Non-human activity",0,0,0
"IL, Mchenry",2022,17111,"Human infections and non-human activity",1,1,0
"IL, Mclean",2022,17113,"Human infections and non-human activity",1,1,0
"IL, Macon",2022,17115,"Non-human activity",0,0,0
"IL, Macoupin",2022,17117,"Non-human activity",0,0,0
"IL, Mercer",2022,17131,"Non-human activity",0,0,0
"IL, Montgomery",2022,17135,"Non-human activity",0,0,0
"IL, Ogle",2022,17141,"Non-human activity",0,0,0
"IL, Peoria",2022,17143,"Human infections and non-human activity",2,2,0
"IL, Perry",2022,17145,"Non-human activity",0,0,0
"IL, Randolph",2022,17157,"Human infections",1,1,0
"IL, Rock Island",2022,17161,"Non-human activity",0,0,0
"IL, St Clair",2022,17163,"Human infections and non-human activity",1,1,0
"IL, Sangamon",2022,17167,"Non-human activity",0,0,0
"IL, Stephenson",2022,17177,"Non-human activity",0,0,0
"IL, Tazewell",2022,17179,"Non-human activity",0,0,0
"IL, Vermilion",2022,17183,"Non-human activity",0,0,0
"IL, Washington",2022,17189,"Non-human activity",0,0,0
"IL, Whiteside",2022,17195,"Non-human activity",0,0,0
"IL, Will",2022,17197,"Non-human activity",0,0,0
"IL, Winnebago",2022,17201,"Non-human activity",0,0,0
"IN, Adams",2022,18001,"Non-human activity",0,0,0
"IN, Allen",2022,18003,"Non-human activity",0,0,0
"IN, Benton",2022,18007,"Non-human activity",0,0,0
"IN, Blackford",2022,18009,"Non-human activity",0,0,0
"IN, Boone",2022,18011,"Non-human activity",0,0,0
"IN, Carroll",2022,18015,"Non-human activity",0,0,0
"IN, Cass",2022,18017,"Non-human activity",0,0,0
"IN, Clark",2022,18019,"Human infections",0,0,1
"IN, Clinton",2022,18023,"Human infections and non-human activity",1,1,0
"IN, Daviess",2022,18027,"Non-human activity",0,0,0
"IN, Decatur",2022,18031,"Non-human activity",0,0,0
"IN, De Kalb",2022,18033,"Non-human activity",0,0,0
"IN, Elkhart",2022,18039,"Non-human activity",0,0,0
"IN, Fayette",2022,18041,"Non-human activity",0,0,0
"IN, Floyd",2022,18043,"Human infections and non-human activity",1,1,0
"IN, Fountain",2022,18045,"Non-human activity",0,0,0
"IN, Gibson",2022,18051,"Non-human activity",0,0,0
"IN, Grant",2022,18053,"Non-human activity",0,0,0
"IN, Hamilton",2022,18057,"Non-human activity",0,0,0
"IN, Hancock",2022,18059,"Non-human activity",0,0,0
"IN, Hendricks",2022,18063,"Non-human activity",0,0,0
"IN, Henry",2022,18065,"Non-human activity",0,0,0
"IN, Howard",2022,18067,"Non-human activity",0,0,0
"IN, Huntington",2022,18069,"Non-human activity",0,0,0
"IN, Jasper",2022,18073,"Non-human activity",0,0,0
"IN, Jay",2022,18075,"Non-human activity",0,0,0
"IN, Knox",2022,18083,"Non-human activity",0,0,0
"IN, Kosciusko",2022,18085,"Non-human activity",0,0,0
"IN, La Grange",2022,18087,"Non-human activity",0,0,0
"IN, La Porte",2022,18091,"Non-human activity",0,0,0
"IN, Marion",2022,18097,"Human infections and non-human activity",3,3,0
"IN, Monroe",2022,18105,"Non-human activity",0,0,0
"IN, Morgan",2022,18109,"Non-human activity",0,0,0
"IN, Newton",2022,18111,"Non-human activity",0,0,0
"IN, Noble",2022,18113,"Non-human activity",0,0,0
"IN, Porter",2022,18127,"Non-human activity",0,0,0
"IN, Randolph",2022,18135,"Non-human activity",0,0,0
"IN, St Joseph",2022,18141,"Non-human activity",0,0,0
"IN, Steuben",2022,18151,"Non-human activity",0,0,0
"IN, Sullivan",2022,18153,"Human infections",1,1,0
"IN, Tippecanoe",2022,18157,"Human infections and non-human activity",0,0,1
"IN, Tipton",2022,18159,"Non-human activity",0,0,0
"IN, Union",2022,18161,"Non-human activity",0,0,0
"IN, Vigo",2022,18167,"Non-human activity",0,0,0
"IN, Wabash",2022,18169,"Non-human activity",0,0,0
"IN, Wells",2022,18179,"Non-human activity",0,0,0
"IA, Black Hawk",2022,19013,"Non-human activity",0,0,0
"IA, Bremer",2022,19017,"Human infections",1,1,0
"IA, Buchanan",2022,19019,"Human infections",0,0,1
"IA, Buena Vista",2022,19021,"Human infections",1,1,0
"IA, Crawford",2022,19047,"Human infections",1,1,1
"IA, Dubuque",2022,19061,"Human infections",0,0,2
"IA, Grundy",2022,19075,"Human infections",0,0,1
"IA, Guthrie",2022,19077,"Non-human activity",0,0,0
"IA, Hancock",2022,19081,"Human infections",1,1,0
"IA, Kossuth",2022,19109,"Human infections",0,0,1
"IA, Lyon",2022,19119,"Human infections",0,0,1
"IA, O Brien",2022,19141,"Human infections",0,0,1
"IA, Page",2022,19145,"Non-human activity",0,0,0
"IA, Plymouth",2022,19149,"Human infections",1,1,0
"IA, Polk",2022,19153,"Human infections and non-human activity",2,1,1
"IA, Pottawattamie",2022,19155,"Human infections",0,0,1
"IA, Sioux",2022,19167,"Human infections",1,1,0
"IA, Story",2022,19169,"Human infections and non-human activity",0,0,1
"IA, Woodbury",2022,19193,"Human infections and non-human activity",1,1,0
"KS, Butler",2022,20015,"Human infections",1,1,0
"KS, Decatur",2022,20039,"Human infections",0,0,1
"KS, Dickinson",2022,20041,"Human infections",1,1,0
"KS, Douglas",2022,20045,"Human infections",1,0,1
"KS, Johnson",2022,20091,"Human infections",2,2,0
"KS, Kingman",2022,20095,"Human infections",1,1,0
"KS, Mcpherson",2022,20113,"Human infections",0,0,2
"KS, Mitchell",2022,20123,"Human infections",1,0,0
"KS, Reno",2022,20155,"Human infections and non-human activity",1,0,1
"KS, Riley",2022,20161,"Human infections",1,0,0
"KS, Saline",2022,20169,"Human infections",2,0,1
"KS, Sedgwick",2022,20173,"Human infections and non-human activity",2,1,1
"KS, Sherman",2022,20181,"Human infections",1,0,0
"KY, Boone",2022,21015,"Human infections",1,1,0
"KY, Jefferson",2022,21111,"Human infections",3,2,0
"KY, Mclean",2022,21149,"Non-human activity",0,0,0
"LA, Allen Parish",2022,22003,"Non-human activity",0,0,0
"LA, Ascension Parish",2022,22005,"Human infections and non-human activity",1,1,0
"LA, Assumption Parish",2022,22007,"Non-human activity",0,0,0
"LA, Bienville Parish",2022,22013,"Human infections",1,0,0
"LA, Bossier Parish",2022,22015,"Human infections and non-human activity",3,3,0
"LA, Caddo Parish",2022,22017,"Human infections and non-human activity",2,2,0
"LA, Calcasieu Parish",2022,22019,"Non-human activity",0,0,0
"LA, Cameron Parish",2022,22023,"Non-human activity",0,0,0
"LA, East Baton Rouge Parish",2022,22033,"Human infections and non-human activity",5,2,1
"LA, East Feliciana Parish",2022,22037,"Human infections",2,2,0
"LA, Iberia Parish",2022,22045,"Non-human activity",0,0,0
"LA, Jefferson Parish",2022,22051,"Human infections and non-human activity",1,1,0
"LA, Jefferson Davis Parish",2022,22053,"Non-human activity",0,0,0
"LA, Lafayette Parish",2022,22055,"Human infections and non-human activity",1,1,0
"LA, Lafourche Parish",2022,22057,"Human infections and non-human activity",1,1,0
"LA, Livingston Parish",2022,22063,"Human infections and non-human activity",10,8,0
"LA, Morehouse Parish",2022,22067,"Human infections",1,1,0
"LA, Natchitoches Parish",2022,22069,"Human infections",1,1,0
"LA, Orleans Parish",2022,22071,"Human infections and non-human activity",0,0,1
"LA, Ouachita Parish",2022,22073,"Human infections and non-human activity",3,3,0
"LA, Pointe Coupee Parish",2022,22077,"Non-human activity",0,0,0
"LA, Rapides Parish",2022,22079,"Human infections",3,2,0
"LA, St Bernard Parish",2022,22087,"Human infections and non-human activity",0,0,1
"LA, St Charles Parish",2022,22089,"Non-human activity",0,0,0
"LA, St James Parish",2022,22093,"Non-human activity",0,0,0
"LA, St John The Baptist Parish",2022,22095,"Non-human activity",0,0,0
"LA, St Martin Parish",2022,22099,"Non-human activity",0,0,0
"LA, St Mary Parish",2022,22101,"Non-human activity",0,0,0
"LA, St Tammany Parish",2022,22103,"Human infections and non-human activity",4,4,1
"LA, Tangipahoa Parish",2022,22105,"Human infections and non-human activity",10,9,1
"LA, Terrebonne Parish",2022,22109,"Non-human activity",0,0,0
"LA, Vermilion Parish",2022,22113,"Non-human activity",0,0,0
"LA, Webster Parish",2022,22119,"Human infections",0,0,1
"LA, West Baton Rouge Parish",2022,22121,"Non-human activity",0,0,0
"MD, Baltimore",2022,24005,"Human infections",3,3,0
"MD, Prince Georges",2022,24033,"Human infections",1,1,0
"MD, Baltimore City",2022,24510,"Human infections",2,2,0
"MA, Barnstable",2022,25001,"Non-human activity",0,0,0
"MA, Berkshire",2022,25003,"Non-human activity",0,0,0
"MA, Bristol",2022,25005,"Non-human activity",0,0,0
"MA, Dukes",2022,25007,"Non-human activity",0,0,0
